Portfolio#,395761
Portfolio_Returns,0.3758
Portfolio_Volatility,0.4909
Sharpe_Ratio,0.6738849972980127
AMD Weight,0.029
ASML Weight,0.2538
NFLX Weight,0.0252
NVDA Weight,0.6596
PYPL Weight,0.0011
QCOM Weight,0.0242
TSLA Weight,0.007
